Species,PlantedStand,Block,Canopy,Understory,OriginStand,Sdlg#,TagColor,StatusDate1,Date,Height,Notes,StatusDate4,Date4,HeightDate4,Notes4,StatusDate5,Date5,HeightDate5,RtCrnHeightDate5,Notes5,Initial Height,comments,done,to do,UniqueID
TSME,1460,AE105,CompPresent,CompAbsent,1460,494,YL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.8,,,,TSME1460-494
TSME,1460,AE103,CompAbsent,CompAbsent,1460,565,YL,D,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,1.8,,,,TSME1460-565
TSME,1460,AE103,CompAbsent,CompAbsent,1603,91,BL,D,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,1.8,,,,TSME1603-91
TSME,1460,AE102,CompPresent,CompAbsent,1603,400,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.8,,,,TSME1603-400
TSME,1460,AE102,CompAbsent,CompPresent,1603,549,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.8,,,,TSME1603-549
TSME,1603,PARA1,CompAbsent,CompPresent,1197,221,RD,D,8/16/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1197-221
TSME,1603,PARA4,CompPresent,CompPresent,1197,281,RD,A,8/3/11,,,M,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1197-281
TSME,1603,PARA3,CompPresent,CompPresent,1197,493,RD,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1197-493
TSME,1603,PARA5,CompAbsent,CompAbsent,1460,43,YL,D,8/19/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1460-43
TSME,1603,PARA4,CompPresent,CompAbsent,1460,363,YL,D,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1460-363
TSME,1603,PARA5,CompAbsent,CompAbsent,1460,567,YL,D,8/19/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1460-567
TSME,1603,PARA4,CompAbsent,CompPresent,1603,160,BL,D,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1603-160
TSME,1603,PARA4,CompAbsent,CompPresent,1603,236,BL,D,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1603-236
TSME,1603,PARA3,CompPresent,CompPresent,1603,442,BL,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1603-442
TSME,1603,PARA3,CompPresent,CompPresent,1603,443,BL,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.8,,,,TSME1603-443
ABAM,1650,HIGH5,CompPresent,CompAbsent,1064,289,YL,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,ABAM1064-289
ABAM,1650,HIGH2,CompAbsent,CompPresent,1603,69,BL,A,8/24/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,ABAM1603-69
TSME,1650,HIGH3,CompAbsent,CompPresent,1197,64,RD,D,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1197-64
TSME,1650,HIGH5,CompAbsent,CompPresent,1197,394,RD,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1197-394
TSME,1650,HIGH5,CompPresent,CompAbsent,1197,418,RD,D,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1197-418
TSME,1650,HIGH3,CompPresent,CompAbsent,1197,528,RD,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1197-528
TSME,1650,HIGH4,CompAbsent,CompPresent,1460,447,YL,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1460-447
TSME,1650,HIGH4,CompAbsent,CompAbsent,1460,511,YL,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1460-511
TSME,1650,HIGH2,CompAbsent,CompPresent,1603,100,BL,A,8/24/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1603-100
TSME,1650,HIGH5,CompAbsent,CompPresent,1603,246,BL,D,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1603-246
TSME,1650,HIGH5,CompAbsent,CompAbsent,1603,346,BL,D,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1603-346
TSME,1650,HIGH1,CompPresent,CompPresent,1603,360,BL,D,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.8,,,,TSME1603-360
TSME,1650,HIGH4,CompAbsent,CompPresent,1197,431,RD,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1197-431
TSME,1197,AM164,CompAbsent,CompAbsent,1603,170,BL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1603-170
TSME,1650,HIGH1,CompPresent,CompPresent,1197,468,RD,A,8/16/11,,,M,9/12/12,,,M,8/7/13,,,,1.9,,,,TSME1197-468
TSME,1603,PARA5,CompPresent,CompAbsent,1197,240,RD,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1197-240
TSME,1650,HIGH4,CompAbsent,CompAbsent,1603,541,BL,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1603-541
TSME,1650,HIGH3,CompAbsent,CompAbsent,1460,475,YL,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1460-475
TSME,1460,AE102,CompAbsent,CompPresent,1603,215,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1603-215
TSME,1603,PARA3,CompPresent,CompAbsent,1197,263,RD,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1197-263
ABAM,704,TO045,CompPresent,CompAbsent,1603,304,BL,A,6/23/11,,,D,8/27/12,,,D,8/13/13,,,,1.9,,,,ABAM1603-304
TSME,1064,AV063,CompPresent,CompAbsent,1197,40,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1197-40
TSME,1603,PARA4,CompPresent,CompAbsent,1603,29,BL,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1603-29
TSME,1460,AE102,CompAbsent,CompAbsent,1460,549,YL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1460-549
TSME,1603,PARA2,CompPresent,CompPresent,1603,175,BL,A,8/16/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1603-175
TSME,1064,AV064,CompAbsent,CompPresent,1460,260,YL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1460-260
TSME,1603,PARA4,CompPresent,CompAbsent,1197,533,RD,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1197-533
TSME,1064,AV065,CompAbsent,CompPresent,1197,543,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1197-543
TSME,1603,PARA2,CompAbsent,CompAbsent,1603,487,BL,A,8/25/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1603-487
TSME,1064,AV061,CompAbsent,CompPresent,1603,284,BL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-284
TSME,1460,AE105,CompAbsent,CompAbsent,1603,485,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1603-485
TSME,1650,HIGH5,CompAbsent,CompPresent,1603,21,BL,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1603-21
TSME,1650,HIGH3,CompPresent,CompAbsent,1197,457,RD,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1197-457
TSME,1603,PARA1,CompAbsent,CompPresent,1197,499,RD,A,8/16/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1197-499
ABAM,668,NISQ3,CompPresent,CompPresent,1064,51,YL,M,6/23/11,,,D,8/29/12,,,D,8/12/13,,,,1.9,,,,ABAM1064-51
ABAM,704,TO041,CompPresent,CompPresent,1603,256,BL,D,6/23/11,,,D,8/27/12,,,D,8/13/13,,,,1.9,,,,ABAM1603-256
ABAM,1064,AV062,CompAbsent,CompPresent,1197,56,GR,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,ABAM1197-56
TSME,1064,AV064,CompPresent,CompPresent,1197,37,,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1197-37
TSME,1064,AV064,CompAbsent,CompPresent,1197,55,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1197-55
TSME,1064,AV062,CompAbsent,CompAbsent,1197,555,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1197-555
TSME,1064,AV063,CompAbsent,CompPresent,1460,286,YL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1460-286
TSME,1064,AV063,CompPresent,CompPresent,1460,368,YL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1460-368
TSME,1064,AV063,CompAbsent,CompAbsent,1460,593,YL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1460-593
TSME,1064,AV063,CompPresent,CompAbsent,1603,189,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-189
TSME,1064,AV062,CompAbsent,CompPresent,1603,277,BL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-277
TSME,1064,AV062,CompPresent,CompPresent,1603,301,BL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-301
TSME,1064,AV065,CompPresent,CompPresent,1603,311,BL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-311
TSME,1064,AV063,CompAbsent,CompAbsent,1603,394,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-394
TSME,1064,AV063,CompPresent,CompAbsent,1603,411,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-411
TSME,1064,AV065,CompAbsent,CompPresent,1603,431,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-431
TSME,1064,AV065,CompPresent,CompAbsent,1603,437,BL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,1.9,,,,TSME1603-437
TSME,1197,AM161,CompPresent,CompPresent,1197,108,RD,A,7/21/11,,,M,8/28/12,,"Could not find tags, looks dug up",D,8/6/13,,,,1.9,,,,TSME1197-108
TSME,1197,AM162,CompPresent,CompPresent,1197,157,RD,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1197-157
TSME,1197,AM165,CompAbsent,CompPresent,1460,212,YL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1460-212
TSME,1197,AM163,CompAbsent,CompAbsent,1460,544,YL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1460-544
TSME,1197,AM161,CompAbsent,CompPresent,1460,547,YL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1460-547
TSME,1197,AM161,CompAbsent,CompAbsent,1460,548,YL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1460-548
TSME,1197,AM163,CompPresent,CompPresent,1603,128,BL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1603-128
TSME,1197,AM165,CompAbsent,CompPresent,1603,187,BL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1603-187
TSME,1197,AM162,CompAbsent,CompPresent,1603,492,BL,D,7/21/11,,sdlgs covered in deciduous leaf litter,M,8/28/12,,,M,8/6/13,,,,1.9,,,,TSME1603-492
TSME,1197,AM161,CompPresent,CompAbsent,1603,530,BL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1603-530
TSME,1197,AM163,CompAbsent,CompAbsent,1603,546,BL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,1.9,,,,TSME1603-546
TSME,1460,AE105,CompAbsent,CompPresent,1197,256,RD,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1197-256
TSME,1460,AE101,CompPresent,CompPresent,1197,449,RD,A,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1197-449
TSME,1460,AE105,CompPresent,CompPresent,1197,467,RD,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1197-467
TSME,1460,AE103,CompPresent,CompPresent,1460,267,YL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1460-267
TSME,1460,AE103,CompAbsent,CompPresent,1460,405,YL,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1460-405
TSME,1460,AE104,CompPresent,CompPresent,1460,414,YL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1460-414
TSME,1460,AE101,CompPresent,CompAbsent,1460,491,YL,A,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1460-491
TSME,1460,AE103,CompPresent,CompAbsent,1460,578,YL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1460-578
TSME,1460,AE102,CompPresent,CompPresent,1603,10,BL,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1603-10
TSME,1460,AE104,CompPresent,CompPresent,1603,190,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1603-190
TSME,1460,AE105,CompAbsent,CompPresent,1603,253,BL,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1603-253
TSME,1460,AE105,CompPresent,CompPresent,1603,266,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1603-266
TSME,1460,AE102,CompAbsent,CompAbsent,1603,298,BL,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,1.9,,,,TSME1603-298
TSME,1603,PARA2,CompPresent,CompAbsent,1197,278,RD,A,9/1/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1197-278
TSME,1603,PARA4,CompPresent,CompAbsent,1197,290,RD,A,8/3/11,,,M,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1197-290
TSME,1603,PARA5,CompAbsent,CompAbsent,1197,509,RD,D,8/19/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1197-509
TSME,1603,PARA5,CompPresent,CompPresent,1460,16,YL,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1460-16
TSME,1603,PARA4,CompAbsent,CompPresent,1460,495,YL,D,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1460-495
TSME,1603,PARA2,CompPresent,CompPresent,1603,282,BL,A,8/16/11,,,D,9/11/12,,,D,8/8/13,,,,1.9,,,,TSME1603-282
ABAM,1650,HIGH4,CompAbsent,CompPresent,1603,242,BL,A,8/24/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,ABAM1603-242
TSME,1650,HIGH3,CompAbsent,CompPresent,1197,424,RD,D,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1197-424
TSME,1650,HIGH4,CompPresent,CompPresent,1460,393,YL,D,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1460-393
TSME,1650,HIGH4,CompAbsent,CompAbsent,1460,408,YL,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1460-408
TSME,1650,HIGH3,CompAbsent,CompAbsent,1460,483,YL,D,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1460-483
TSME,1650,HIGH1,CompPresent,CompPresent,1460,580,YL,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1460-580
TSME,1650,HIGH4,CompPresent,CompAbsent,1603,75,BL,D,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1603-75
TSME,1650,HIGH4,CompAbsent,CompPresent,1603,353,BL,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1603-353
TSME,1650,HIGH4,CompAbsent,CompAbsent,1603,368,BL,D,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,1.9,,,,TSME1603-368
TSME,1603,PARA3,CompAbsent,CompAbsent,1197,217,RD,A,8/16/11,,,A,9/11/12,,,A,8/8/13,3.7,3.2,,2,,,,TSME1197-217
TSME,1197,AM162,CompPresent,CompAbsent,1197,162,RD,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1197-162
TSME,1603,PARA2,CompPresent,CompPresent,1603,222,BL,A,8/16/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1603-222
TSME,1197,AM162,CompPresent,CompAbsent,1460,228,YL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-228
TSME,1460,AE105,CompPresent,CompPresent,1197,530,RD,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1197-530
TSME,1460,AE101,CompPresent,CompPresent,1460,42,YL,A,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1460-42
TSME,1603,PARA5,CompPresent,CompAbsent,1460,392,YL,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1460-392
TSME,1603,PARA1,CompPresent,CompPresent,1197,200,RD,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1197-200
TSME,1460,AE102,CompPresent,CompAbsent,1603,179,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1603-179
TSME,1064,AV064,CompPresent,CompAbsent,1197,31,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1197-31
TSME,1064,AV063,CompPresent,CompPresent,1197,54,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1197-54
TSME,1650,HIGH5,CompPresent,CompPresent,1197,93,RD,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,2,,,,TSME1197-93
TSME,1650,HIGH2,CompAbsent,CompAbsent,1460,343,YL,A,8/24/11,,,D,9/12/12,,,D,8/7/13,,,,2,,,,TSME1460-343
TSME,1650,HIGH1,CompAbsent,CompPresent,1197,435,RD,A,8/24/11,,,D,9/12/12,,,D,8/7/13,,,,2,,,,TSME1197-435
TSME,1650,HIGH3,CompAbsent,CompPresent,1603,93,BL,A,9/1/11,,,D,9/12/12,,,D,8/7/13,,,,2,,,,TSME1603-93
TSME,1460,AE102,CompAbsent,CompAbsent,1460,411,YL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1460-411
TSME,1650,HIGH5,CompAbsent,CompPresent,1197,407,RD,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,2,,,,TSME1197-407
TSME,1650,HIGH5,CompAbsent,CompAbsent,1603,144,BL,A,8/16/11,,,D,9/12/12,,,D,8/7/13,,,,2,,,,TSME1603-144
ABAM,704,TO044,CompPresent,CompPresent,1603,314,BL,A,6/23/11,,,D,8/27/12,,,D,8/13/13,,,,2,,,,ABAM1603-314
ABAM,704,TO042,CompAbsent,CompAbsent,704,376,PK,D,6/23/11,,,D,8/27/12,,,D,8/13/13,,,,2,,,,ABAM704-376
ABAM,704,TO041,CompAbsent,CompPresent,1603,96,BL,A,6/23/11,,,D,8/27/12,,,D,8/13/13,,,,2,,,,ABAM1603-96
ABAM,1064,AV061,CompAbsent,CompPresent,704,291,PK,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,ABAM704-291
TSME,1064,AV063,CompPresent,CompPresent,1197,11,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1197-11
TSME,1064,AV063,CompPresent,CompPresent,1197,35,RD,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1197-35
TSME,1064,AV065,CompPresent,CompAbsent,1197,82,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1197-82
TSME,1064,AV064,CompAbsent,CompAbsent,1197,392,RD,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1197-392
TSME,1064,AV062,CompPresent,CompPresent,1197,559,RD,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1197-559
TSME,1064,AV063,CompAbsent,CompPresent,1460,203,YL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1460-203
TSME,1064,AV062,CompAbsent,CompPresent,1460,334,YL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1460-334
TSME,1064,AV064,CompPresent,CompPresent,1460,361,,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1460-361
TSME,1064,AV062,CompPresent,CompPresent,1460,484,YL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1460-484
TSME,1064,AV063,CompPresent,CompAbsent,1460,485,YL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1460-485
TSME,1064,AV063,CompAbsent,CompAbsent,1460,489,YL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1460-489
TSME,1064,AV062,CompAbsent,CompAbsent,1460,519,YL,A,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1460-519
TSME,1064,AV061,CompPresent,CompAbsent,1603,25,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1603-25
TSME,1064,AV061,CompPresent,CompPresent,1603,274,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1603-274
TSME,1064,AV065,CompAbsent,CompAbsent,1603,446,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1603-446
TSME,1064,AV061,CompPresent,CompPresent,1603,480,BL,D,6/30/11,,,D,8/28/12,,,D,8/8/13,,,,2,,,,TSME1603-480
TSHE,1197,AM163,CompAbsent,CompAbsent,704,409,GR,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSHE704-409
TSME,1197,AM165,CompPresent,CompAbsent,1197,59,RD,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1197-59
TSME,1197,AM161,CompPresent,CompPresent,1197,101,RD,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1197-101
TSME,1197,AM162,CompAbsent,CompPresent,1197,148,RD,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1197-148
TSME,1197,AM164,CompPresent,CompPresent,1197,159,RD,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1197-159
TSME,1197,AM162,CompAbsent,CompAbsent,1197,163,RD,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1197-163
TSME,1197,AM165,CompAbsent,CompAbsent,1460,217,YL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-217
TSME,1197,AM164,CompPresent,CompPresent,1460,221,YL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-221
TSME,1197,AM162,CompPresent,CompPresent,1460,236,YL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-236
TSME,1197,AM163,CompPresent,CompPresent,1460,240,YL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-240
TSME,1197,AM164,CompPresent,CompAbsent,1460,387,YL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-387
TSME,1197,AM161,CompPresent,CompPresent,1460,582,YL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-582
TSME,1197,AM162,CompAbsent,CompPresent,1460,585,YL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1460-585
TSME,1197,AM165,CompAbsent,CompPresent,1603,155,BL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1603-155
TSME,1197,AM165,CompAbsent,CompPresent,1603,188,BL,D,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1603-188
TSME,1197,AM161,CompAbsent,CompPresent,1603,517,BL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1603-517
TSME,1197,AM164,CompAbsent,CompPresent,1603,580,BL,A,7/21/11,,,D,8/28/12,,,D,8/6/13,,,,2,,,,TSME1603-580
TSME,1460,AE105,CompPresent,CompPresent,1197,3,RD,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1197-3
TSME,1460,AE102,CompPresent,CompPresent,1197,61,RD,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1197-61
TSME,1460,AE103,CompPresent,CompPresent,1197,103,RD,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1197-103
TSME,1460,AE103,CompAbsent,CompAbsent,1197,119,RD,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1197-119
TSME,1460,AE103,CompPresent,CompAbsent,1197,161,RD,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1197-161
TSME,1460,AE101,CompPresent,CompPresent,1197,425,,D,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1197-425
TSME,1460,AE105,CompPresent,CompPresent,1460,223,YL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1460-223
TSME,1460,AE102,CompPresent,CompPresent,1460,292,YL,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1460-292
TSME,1460,AE105,CompAbsent,CompAbsent,1460,467,YL,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1460-467
TSME,1460,AE101,CompAbsent,CompPresent,1603,26,BL,A,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1603-26
TSME,1460,AE101,CompAbsent,CompPresent,1603,157,BL,D,8/17/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1603-157
TSME,1460,AE105,CompAbsent,CompPresent,1603,357,BL,D,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1603-357
TSME,1460,AE103,CompPresent,CompAbsent,1603,545,BL,A,8/2/11,,,D,9/13/12,,,D,8/5/13,,,,2,,,,TSME1603-545
TSME,1603,PARA4,CompAbsent,CompPresent,1197,284,RD,D,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1197-284
TSME,1603,PARA2,CompPresent,CompAbsent,1460,34,YL,D,8/16/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1460-34
TSME,1603,PARA1,CompPresent,CompPresent,1460,39,YL,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1460-39
TSME,1603,PARA3,CompPresent,CompAbsent,1460,57,YL,A,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1460-57
TSME,1603,PARA4,CompAbsent,CompPresent,1460,60,YL,D,8/3/11,,,D,9/11/12,,,D,8/8/13,,,,2,,,,TSME1460-60
