Name,Stand,Block,Gap?,Plot,Date,Type,Treatment,VegHtMid,VegHtCor1,VegHtCor2,VegHtCor3,VegHtCor4,Total Shrub,Total Herb,ABAM,ABAMShrub,Abies,ABIGRA,ABIGRAShrub,ABILAS,ABILASShrub,ACECIR,ACECIRShrub,ACHTRI,ANEDEL,ARNICA,ASTER,ATHFIL,Bare,BERNER,BLESPI,CAREXL,CAREXnarrow,CAREXwide,CASPAR,CASSIO,CHIMEN,CHIUMB,CIRALP,CLASIB,CLIUNI,CORUNA,Dead Wood,DISHOO,Downed Log,EPILOB,ERIGER,ERYMON,Fungus,GALIUM,GAUOVA,GENCAL,GOOOBL,Grass,GYMDIS,HIERAC,Indian Pipes?,LACTUC,Lance Leaved?,Lichen,LIGGRA,LINBOR,LISCOR,LUPINU,LUPLAT,Luzula,Lycopod,MAIDEL,MAIRAC,MAISTE,MENFER,MENFERShrub,MITBRE,MITELL,OPLHOR,OPLHORShrub,OSMBER,ORTSEC,OXAORE,PEDBRA,PEDORN,PEDRAC,PHYEMP,POLBIS,POLYST,POLMUN,POLMUNShrub,POTENT,POTFLA,PSEMEN,RHOALB,RHOALBShrub,Rock,ROSGYM,RUBLAS,RUB'PAN',RUBPED,RUBSPE,Rush,SENTRI,SORSIT,Stem,STRAMP,STRROS,THUPLI,THUPLIShrub,TIATRI,TRACAR,TRIBOR,TRIOVA,TSHE,TSHEShrub,TSME,TSMEShrub,Unk Opp Lv,VACDEL,VACMEM,VACMEMShrub,VACMYR,VACOVA,VACOVAShrub,VACPAR,VAC'PAN',VAC'PAN'Shrub,VALSIT,VERVIR,VIOLA,VIOR,XANO,XANOShrub,XERTEN,Litter,Moss,Wood,Feces,Rush,Sand/Soil,Rock,Root,Bare
AE10G1,AE10,1,Y,X,,,,50,35,23,41,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
AE10G2,AE10,2,Y,X,,,,60,50,55,80,2,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,1,,,7,,,,100,0,0,0,0,0,0,0,0
AE10N2,AE10,2,N,X,,,,2,0,0,0,11,0,<1,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
AE10N4,AE10,4,N,X,,,,6,0,0,0,1,0,3,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG2,HIGH,2,Y,B (formerly A),,,,10,12,29,35,10,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6,,,20,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,10,,,,,,,*,0,0,0,0,0,0,0,0
HIGHG2,HIGH,2,Y,G (formerly D),,,,26,5,30,23,4,,,,,,,,,,,,,,3,5,,,,,3,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,*,0,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,G,8/12/10,,,10,10,5,20,40,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,5,15,,,,,,1,,,,,,,10,,,,1,,,,,,,,,,,,,,,,,,10,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
NISQN2,NISQ,2,N,B,11/17/09,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,0,0,0,0,0
HIGHN1,HIGH,1,N,A,9/16/09,,,36,20,29,21,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,<1,,,,30,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,A,8/12/10,,,25/300,0,60,30,20/250,,,5,10,<1,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,5,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,B,8/12/10,,,25,60/300,60/260,70,5,,,,50,<1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,5,5,,,,,,100,0,0,0,0,0,0,0,0
HIGHN5,HIGH,5,N,B,8/12/10,,,0/280,0/300,0,0/280,0/300,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,1,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG5,HIGH,5,Y,C,8/12/10,,,35,30,20,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,15,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,C,8/12/10,,,3,10,80,0,0,,,<1,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,5,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN5,HIGH,5,N,C,8/12/10,,,0/250,60/180,70/200,90/190,0/250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,75,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG5,HIGH,5,Y,D,8/12/10,,,30/130,25,10,20/130,80/170,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,5,,,,5,2,4,,,,,,,,,,,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,25,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN5,HIGH,5,N,D,8/12/10,,,80/155,40,0/150,0/120,70/130,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN1,HIGH,1,N,D (formerly C),,,,35,1,20,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG5,HIGH,5,Y,E,8/12/10,,,30/110,80,30,30/130,30,,,,,,,,5,10,,,,,2,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,10,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN1,HIGH,1,N,E,,,,20,21,1,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN2,HIGH,2,N,E,,,,0,0,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN3,HIGH,3,N,E,,,,2,2,1,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN5,HIGH,5,N,E,8/12/10,,,35,45,45,30,70,,,20,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
NISQG2,NISQ,2,Y,E,11/17/09,,,5,30,20,35,15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG5,HIGH,5,Y,F,8/12/10,,,40,15,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,6,5,,,,,,100,0,0,0,0,0,0,0,0
HIGHN1,HIGH,1,N,F,,,,30,0,55,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,F,8/12/10,,,85/185,100/250,20/220,100/195,90/160,,,20,50,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,6,,,,,,100,0,0,0,0,0,0,0,0
HIGHN5,HIGH,5,N,F,8/12/10,,,20,0,0,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG5,HIGH,5,Y,G,8/12/10,,,50,20,25,70,30,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,5,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,G,8/12/10,,,60,45/250,40,50,2,,,<1,5,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,7,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN5,HIGH,5,N,G,8/12/10,,,30,35,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,2,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN1,HIGH,1,N,G (formerly D),,,,45,1,10,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,4,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG5,HIGH,5,Y,H,8/12/10,,,90,60,35,90,90/145,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,5,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,H,8/12/10,,,30,30,0,10,0,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN5,HIGH,5,N,H,8/12/10,,,20,0,0,15,20,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,I,8/12/10,,,25,3,3,5,0,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN1,HIGH,1,N,J,,,,35,2,20,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,1,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN2,HIGH,2,N,J,,,,0,1,25,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN3,HIGH,3,N,J,9/16/09,,,15,58,200,5,50,,,,,,,,5,30?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,2,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN4,HIGH,4,N,J,8/12/10,,,5,0,5,3,10,,,<1,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHN1,HIGH,1,N,Y,9/16/09,,,45,10,25,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0
HIGHG3,HIGH,3,Y,H (formerly E),9/22/09,,,20,4,18,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,1,,,,3,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,2,,,,,,,96,1,0,0,0,0,0,0,0
AE10N2,AE10,2,N,Y,,,,60,0,0,0,0,0,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,98,1,0,0,0,0,0,0,0
AE10N1,AE10,1,N,A,,seedling,X,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
HIGHG1,HIGH,1,Y,A,,,,16,20,28,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,99,1,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,A,8/12/10,,,10,5,5,5,5,,,,,,,,,,,,,,,,,,,,,30,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AM16N3,AM16,3,N,C,,,,0/>200,0/>200,0/>200,0/>200,100/>200,25,<1,<1 (stem of sapling ~ 1m high),25?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,D,8/12/10,,,35,20,20,20,30,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,5,10,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AE10G1,AE10,1,Y,E,,control,X,6,0,28,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AM16N4,AM16,4,N,E,7/22/10,,,2/175,0/130,0/170,0/165,0/175,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AM16N5,AM16,5,N,E,7/22/10,,,50,10,30,20,50,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AV06N4,AV06,4,N,E,,,,0,26,2/158,0/160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5?,,,,,,,,2,,,,,,,,,,,<1,99,1,0,0,0,0,0,0,0
HIGHG1,HIGH,1,Y,E,,,,50,5,10,7,45,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,99,1,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,E,8/12/10,,,10,30,25,15,25,,,,,,,,2,,,,,,,,,,,,,10,,,,,,,,,,,,,,10,10,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AV06N1,AV06,1,N,F,,,,0,0,0,0,0,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,99,1,0,0,0,0,0,0,0
AV06N2,AV06,2,N,F,,,,0,0,0,0,0,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
HIGHG1,HIGH,1,Y,F,,,,30,5,30,15,25,,,,,,,,,,,,,,1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AE10G3,AE10,3,Y,H,7/27/10,,,30,40,10,45,50,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,5,,,,,,,,,,20,,,,,,,,,,<1,,5,,,99,1,0,0,0,0,0,0,0
AM16N3,AM16,3,N,H,,,,35/210,45/150,35/145,15/160,5/164,50,25,<1 (1 sdlg),50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AE10G4,AE10,4,Y,H (formerly E),,,(veg data taken 9/1/09),,,,,,,,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AM16N4,AM16,4,N,I,7/22/10,,,0/180,0/150,0/180,0/175,0/175,,,<1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
AV06N5,AV06,5,N,I,7/6/10,,,0/240,0/170,0/170,0/300,3/220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,<1 (2 sdlgs),,,,,,<1 (2 sdlgs) ,15?,,,,,,,,,,,,,,,,,,,2,99,1,0,0,0,0,0,0,0
AM16N3,AM16,3,N,X,,,,0/>200,0/>200,0/>200,14/170,28/180,40,1,,40?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,99,1,0,0,0,0,0,0,0
HIGHG3,HIGH,3,Y,I (formerly F),9/22/09,,,4,1,1,2,2,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,3,3,,,,,,12,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,97,2,0,0,0,0,0,0,0
AM16N2,AM16,2,N,A,,,,20,10,5,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AM16N2,AM16,2,N,B,,,,4,0,0,0,0,0,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AM16N3,AM16,3,N,B,,,,5,0,0,0,0,0,1,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AV06N1,AV06,1,N,B,,,,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AV06N4,AV06,4,N,B,,,,0,0,0,0,0,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,B,8/12/10,,,5,15,4,3,5,,,,,,,,,,,,,,,,,,,,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AE10N5,AE10,5,N,D,7/26/10,,,0,10,0,0,0,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AE10N2,AE10,2,N,E,,,,0,70,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,98,2,0,0,0,0,0,0,0
AM16N3,AM16,3,N,E,,,,0,12,0,0,2,0,1,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
