Year,Stand,Block,Plot,Canopy,Understory,Comp,SpPlant,SpObs,Origin,TotalGerms,SeedsAdded,TotalFails
2011,1198,AM163,B,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,1198,AM163,B,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1198,AM163,G,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,1198,AM163,G,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1198,AM164,C,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,1198,AM164,C,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1198,AM164,H,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,1198,AM164,H,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1198,AM165,A,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,1198,AM165,A,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1198,AM165,F,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,1198,AM165,F,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1064,AV061,A,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1064,AV061,A,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1064,AV061,F,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1064,AV061,F,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1064,AV062,A,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1064,AV062,A,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1064,AV062,F,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1064,AV062,F,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1064,AV063,B,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1064,AV063,B,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1064,AV063,G,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1064,AV063,G,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1064,AV064,C,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1064,AV064,C,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1064,AV064,H,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1064,AV064,H,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1064,AV065,B,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1064,AV065,B,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1064,AV065,G,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1064,AV065,G,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1064,AV061,C,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1064,AV061,C,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1064,AV061,H,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1064,AV061,H,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1064,AV062,B,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1064,AV062,B,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1064,AV062,G,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1064,AV062,G,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1064,AV063,C,CompPresent,CompPresent,4,control,ABAM,mid,1,0,
2011,1064,AV063,C,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1064,AV063,H,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1064,AV063,H,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1064,AV064,D,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1064,AV064,D,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1064,AV064,I,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1064,AV064,I,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1064,AV065,E,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1064,AV065,E,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1064,AV065,J,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1064,AV065,J,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1650,HIGH1,A,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1650,HIGH1,A,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1650,HIGH1,F,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1650,HIGH1,F,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1650,HIGH2,C,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1650,HIGH2,C,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1650,HIGH2,H,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1650,HIGH2,H,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1650,HIGH3,C,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1650,HIGH3,C,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1650,HIGH3,H,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1650,HIGH3,H,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1650,HIGH4,B,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1650,HIGH4,B,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1650,HIGH4,G,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1650,HIGH4,G,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1650,HIGH5,C,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1650,HIGH5,C,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1650,HIGH5,H,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1650,HIGH5,H,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1650,HIGH1,A,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1650,HIGH1,A,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1650,HIGH1,F,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1650,HIGH1,F,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1650,HIGH2,A,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1650,HIGH2,A,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1650,HIGH2,F,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1650,HIGH2,F,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1650,HIGH3,E,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1650,HIGH3,E,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1650,HIGH3,J,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1650,HIGH3,J,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1650,HIGH4,C,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1650,HIGH4,C,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1650,HIGH4,I,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1650,HIGH4,I,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1650,HIGH5,B,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1650,HIGH5,B,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1650,HIGH5,G,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1650,HIGH5,G,CompPresent,CompAbsent,3,control,TSME,mid,1,0,
2011,668,NISQ1,C,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,668,NISQ1,F,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,668,NISQ2,A,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,668,NISQ2,D,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,668,NISQ3,B,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,668,NISQ3,E,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,668,NISQ4,B,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,668,NISQ4,E,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,668,NISQ5,B,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,668,NISQ5,E,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,668,NISQ1,C,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,668,NISQ1,F,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,668,NISQ2,B,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,668,NISQ2,E,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,668,NISQ3,C,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,668,NISQ3,F,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,668,NISQ4,C,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,668,NISQ4,F,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,668,NISQ5,A,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,668,NISQ5,D,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1603,PARA1,A,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1603,PARA1,A,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1603,PARA1,F,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1603,PARA1,F,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1603,PARA2,C,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1603,PARA2,C,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1603,PARA2,H,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1603,PARA2,H,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1603,PARA3,B,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1603,PARA3,B,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1603,PARA3,G,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1603,PARA3,G,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1603,PARA4,C,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1603,PARA4,C,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1603,PARA4,H,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1603,PARA4,H,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1603,PARA5,C,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,1603,PARA5,C,CompAbsent,CompPresent,2,control,TSME,mid,0,0,
2011,1603,PARA5,H,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,1603,PARA5,H,CompAbsent,CompAbsent,1,control,TSME,mid,0,0,
2011,1603,PARA1,D,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1603,PARA1,D,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1603,PARA1,I,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1603,PARA1,I,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1603,PARA2,B,CompPresent,CompAbsent,3,control,ABAM,mid,1,0,
2011,1603,PARA2,B,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1603,PARA2,G,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1603,PARA2,G,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1603,PARA3,A,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1603,PARA3,A,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1603,PARA3,F,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1603,PARA3,F,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1603,PARA4,C,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1603,PARA4,C,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1603,PARA4,H,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1603,PARA4,H,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,1603,PARA5,C,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,1603,PARA5,C,CompPresent,CompAbsent,3,control,TSME,mid,0,0,
2011,1603,PARA5,H,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,1603,PARA5,H,CompPresent,CompPresent,4,control,TSME,mid,0,0,
2011,700,TO041,E,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,700,TO041,E,CompAbsent,CompPresent,2,control,TSHE,mid,0,0,
2011,700,TO041,J,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,700,TO041,J,CompAbsent,CompAbsent,1,control,TSHE,mid,0,0,
2011,700,TO042,D,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,700,TO042,D,CompAbsent,CompPresent,2,control,TSHE,mid,0,0,
2011,700,TO042,I,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,700,TO042,I,CompAbsent,CompAbsent,1,control,TSHE,mid,0,0,
2011,700,TO043,B,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,700,TO043,B,CompAbsent,CompPresent,2,control,TSHE,mid,0,0,
2011,700,TO043,G,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,700,TO043,G,CompAbsent,CompAbsent,1,control,TSHE,mid,0,0,
2011,700,TO044,A,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,700,TO044,A,CompAbsent,CompAbsent,1,control,TSHE,mid,0,0,
2011,700,TO044,F,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,700,TO044,F,CompAbsent,CompPresent,2,control,TSHE,mid,0,0,
2011,700,TO045,B,CompAbsent,CompAbsent,1,control,ABAM,mid,0,0,
2011,700,TO045,B,CompAbsent,CompAbsent,1,control,TSHE,mid,0,0,
2011,700,TO045,G,CompAbsent,CompPresent,2,control,ABAM,mid,0,0,
2011,700,TO045,G,CompAbsent,CompPresent,2,control,TSHE,mid,0,0,
2011,700,TO041,C,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,700,TO041,C,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,700,TO041,H,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,700,TO041,H,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,700,TO042,D,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,700,TO042,D,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,700,TO042,I,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,700,TO042,I,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,700,TO043,E,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,700,TO043,E,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,700,TO043,J,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,700,TO043,J,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,700,TO044,D,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,700,TO044,D,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,700,TO044,I,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,700,TO044,I,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,700,TO045,B,CompPresent,CompPresent,4,control,ABAM,mid,0,0,
2011,700,TO045,B,CompPresent,CompPresent,4,control,TSHE,mid,0,0,
2011,700,TO045,G,CompPresent,CompAbsent,3,control,ABAM,mid,0,0,
2011,700,TO045,G,CompPresent,CompAbsent,3,control,TSHE,mid,0,0,
2011,1064,AV061,D,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,1064,AV061,I,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,1064,AV062,E,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,1064,AV062,J,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,1064,AV063,A,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,1064,AV063,F,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,1064,AV064,D,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,1064,AV064,I,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,1064,AV065,A,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,1064,AV065,F,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,1064,AV061,D,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,1064,AV061,I,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,1064,AV062,D,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,1064,AV062,I,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,1064,AV063,A,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,1064,AV063,F,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,1064,AV064,C,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,1064,AV064,H,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,1064,AV065,C,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,1064,AV065,H,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,1650,HIGH1,E,CompAbsent,CompPresent,2,ABAM,ABAM,upper,23,50,27
2011,1650,HIGH1,J,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,10,50,40
2011,1650,HIGH2,D,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,27,50,23
2011,1650,HIGH2,I,CompAbsent,CompPresent,2,ABAM,ABAM,upper,12,50,38
2011,1650,HIGH3,A,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,1650,HIGH3,F,CompAbsent,CompPresent,2,ABAM,ABAM,upper,24,50,26
2011,1650,HIGH4,C,CompAbsent,CompPresent,2,ABAM,ABAM,upper,11,50,39
2011,1650,HIGH4,H,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,19,50,31
2011,1650,HIGH5,E,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,15,50,35
2011,1650,HIGH5,J,CompAbsent,CompPresent,2,ABAM,ABAM,upper,24,50,26
2011,1650,HIGH1,E,CompPresent,CompPresent,4,ABAM,ABAM,upper,21,50,29
2011,1650,HIGH1,J,CompPresent,CompAbsent,3,ABAM,ABAM,upper,17,50,33
2011,1650,HIGH2,E,CompPresent,CompAbsent,3,ABAM,ABAM,upper,2,50,48
2011,1650,HIGH2,J,CompPresent,CompPresent,4,ABAM,ABAM,upper,3,50,47
2011,1650,HIGH3,B,CompPresent,CompPresent,4,ABAM,ABAM,upper,15,50,35
2011,1650,HIGH3,G,CompPresent,CompAbsent,3,ABAM,ABAM,upper,17,50,33
2011,1650,HIGH4,D,CompPresent,CompAbsent,3,ABAM,ABAM,upper,22,50,28
2011,1650,HIGH4,H,CompPresent,CompPresent,4,ABAM,ABAM,upper,22,50,28
2011,1650,HIGH5,C,CompPresent,CompPresent,4,ABAM,ABAM,upper,4,50,46
2011,1650,HIGH5,H,CompPresent,CompAbsent,3,ABAM,ABAM,upper,14,50,36
2011,668,NISQ1,A,CompAbsent,CompPresent,2,ABAM,ABAM,upper,12,50,38
2011,668,NISQ1,D,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,8,50,42
2011,668,NISQ2,C,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,668,NISQ2,F,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,668,NISQ3,A,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,17,50,33
2011,668,NISQ3,D,CompAbsent,CompPresent,2,ABAM,ABAM,upper,19,50,31
2011,668,NISQ4,A,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,668,NISQ4,D,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,668,NISQ5,C,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,5,50,45
2011,668,NISQ5,F,CompAbsent,CompPresent,2,ABAM,ABAM,upper,1,50,49
2011,668,NISQ1,B,CompPresent,CompPresent,4,ABAM,ABAM,upper,12,50,38
2011,668,NISQ1,E,CompPresent,CompAbsent,3,ABAM,ABAM,upper,18,50,32
2011,668,NISQ2,C,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,668,NISQ2,F,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,668,NISQ3,B,CompPresent,CompAbsent,3,ABAM,ABAM,upper,2,50,48
2011,668,NISQ3,E,CompPresent,CompPresent,4,ABAM,ABAM,upper,2,50,48
2011,668,NISQ4,B,CompPresent,CompAbsent,3,ABAM,ABAM,upper,1,50,49
2011,668,NISQ4,E,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,668,NISQ5,B,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,668,NISQ5,E,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,1603,PARA1,B,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,13,50,37
2011,1603,PARA1,G,CompAbsent,CompPresent,2,ABAM,ABAM,upper,16,50,34
2011,1603,PARA2,E,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,11,50,39
2011,1603,PARA2,J,CompAbsent,CompPresent,2,ABAM,ABAM,upper,22,50,28
2011,1603,PARA3,D,CompAbsent,CompPresent,2,ABAM,ABAM,upper,17,50,33
2011,1603,PARA3,I,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,17,50,33
2011,1603,PARA4,B,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,1603,PARA4,G,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,1,50,49
2011,1603,PARA5,D,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,1603,PARA5,I,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,2,50,48
2011,1603,PARA1,C,CompPresent,CompAbsent,3,ABAM,ABAM,upper,13,50,37
2011,1603,PARA1,H,CompPresent,CompPresent,4,ABAM,ABAM,upper,26,50,24
2011,1603,PARA2,D,CompPresent,CompAbsent,3,ABAM,ABAM,upper,9,50,41
2011,1603,PARA2,I,CompPresent,CompPresent,4,ABAM,ABAM,upper,9,50,41
2011,1603,PARA3,B,CompPresent,CompPresent,4,ABAM,ABAM,upper,18,50,32
2011,1603,PARA3,G,CompPresent,CompAbsent,3,ABAM,ABAM,upper,24,50,26
2011,1603,PARA4,B,CompPresent,CompAbsent,3,ABAM,ABAM,upper,2,50,48
2011,1603,PARA4,G,CompPresent,CompPresent,4,ABAM,ABAM,upper,3,50,47
2011,1603,PARA5,B,CompPresent,CompAbsent,3,ABAM,ABAM,upper,8,50,42
2011,1603,PARA5,G,CompPresent,CompPresent,4,ABAM,ABAM,upper,3,50,47
2011,700,TO041,B,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,700,TO041,G,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,5,50,45
2011,700,TO042,A,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,700,TO042,F,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,700,TO043,C,CompAbsent,CompPresent,2,ABAM,ABAM,upper,1,50,49
2011,700,TO043,H,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,2,50,48
2011,700,TO044,D,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,0,50,50
2011,700,TO044,I,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,700,TO045,C,CompAbsent,CompAbsent,1,ABAM,ABAM,upper,1,50,49
2011,700,TO045,H,CompAbsent,CompPresent,2,ABAM,ABAM,upper,0,50,50
2011,700,TO041,E,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,700,TO041,J,CompPresent,CompPresent,4,ABAM,ABAM,upper,1,50,49
2011,700,TO042,B,CompPresent,CompAbsent,3,ABAM,ABAM,upper,1,50,49
2011,700,TO042,G,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,700,TO043,C,CompPresent,CompAbsent,3,ABAM,ABAM,upper,1,50,49
2011,700,TO043,H,CompPresent,CompPresent,4,ABAM,ABAM,upper,1,50,49
2011,700,TO044,B,CompPresent,CompAbsent,3,ABAM,ABAM,upper,1,50,49
2011,700,TO044,G,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,700,TO045,A,CompPresent,CompPresent,4,ABAM,ABAM,upper,0,50,50
2011,700,TO045,F,CompPresent,CompAbsent,3,ABAM,ABAM,upper,0,50,50
2011,1064,AV061,D,CompAbsent,CompPresent,2,ABAM,ABAM,mid,0,50,50
2011,1064,AV061,I,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
2011,1064,AV062,E,CompAbsent,CompPresent,2,ABAM,ABAM,mid,0,50,50
2011,1064,AV062,J,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
2011,1064,AV063,A,CompAbsent,CompPresent,2,ABAM,ABAM,mid,0,50,50
2011,1064,AV063,F,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
2011,1064,AV064,D,CompAbsent,CompPresent,2,ABAM,ABAM,mid,0,50,50
2011,1064,AV064,I,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
2011,1064,AV065,A,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
2011,1064,AV065,F,CompAbsent,CompPresent,2,ABAM,ABAM,mid,0,50,50
2011,1064,AV061,D,CompPresent,CompAbsent,3,ABAM,ABAM,mid,0,50,50
2011,1064,AV061,I,CompPresent,CompPresent,4,ABAM,ABAM,mid,0,50,50
2011,1064,AV062,D,CompPresent,CompPresent,4,ABAM,ABAM,mid,0,50,50
2011,1064,AV062,I,CompPresent,CompAbsent,3,ABAM,ABAM,mid,0,50,50
2011,1064,AV063,A,CompPresent,CompPresent,4,ABAM,ABAM,mid,0,50,50
2011,1064,AV063,F,CompPresent,CompAbsent,3,ABAM,ABAM,mid,0,50,50
2011,1064,AV064,C,CompPresent,CompAbsent,3,ABAM,ABAM,mid,0,50,50
2011,1064,AV064,H,CompPresent,CompPresent,4,ABAM,ABAM,mid,0,50,50
2011,1064,AV065,C,CompPresent,CompPresent,4,ABAM,ABAM,mid,0,50,50
2011,1064,AV065,H,CompPresent,CompAbsent,3,ABAM,ABAM,mid,1,50,49
2011,1650,HIGH1,E,CompAbsent,CompPresent,2,ABAM,ABAM,mid,0,50,50
2011,1650,HIGH1,J,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
2011,1650,HIGH2,D,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
2011,1650,HIGH2,I,CompAbsent,CompPresent,2,ABAM,ABAM,mid,0,50,50
2011,1650,HIGH3,A,CompAbsent,CompAbsent,1,ABAM,ABAM,mid,0,50,50
